City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
509,qandala,11.472,49.8728,78.19,68,94,1.5,SO,1635043673
510,el espino de santa rosa,8.1,-80.8167,77.18,95,100,4.74,PA,1635043676
511,oyem,1.5995,11.5793,65.98,99,97,2.08,GA,1635043678
512,boa vista,2.8197,-60.6733,82.38,69,20,3.44,BR,1635043680
513,luis correia,-2.8792,-41.6669,79.72,83,82,11.54,BR,1635043683
514,santa maria,-29.6842,-53.8069,61.9,94,90,5.75,BR,1635043428
515,magaria,12.9983,8.9099,82.33,39,99,4.94,NE,1635043687
516,cuenca,-2.8833,-78.9833,55.53,100,75,3.44,EC,1635043693
517,voslobeni,46.65,25.6333,37.81,92,9,2.1,RO,1635043696
518,sao paulo de olivenca,-3.3783,-68.8725,74.8,93,60,1.01,BR,1635043698
519,dhidhdhoo,6.8833,73.1,81.25,78,100,10.38,MV,1635043700
520,derzhavinsk,51.1,66.3167,43.74,73,24,15.5,KZ,1635043703
521,odweyne,9.4092,45.064,67.93,40,2,10.47,SO,1635043705
522,tarquinia,42.2482,11.7553,60.62,91,36,13.71,IT,1635043707
523,ossora,59.2353,163.0719,30.87,82,88,7.54,RU,1635043710
524,halifax,44.6453,-63.5724,60.8,97,100,1.01,CA,1635043564
525,aksaray,38.3726,34.0254,33.39,31,8,0.81,TR,1635043518
526,harlingen,26.1906,-97.6961,80.89,95,1,6.91,US,1635043596
527,swellendam,-34.0226,20.4417,48.58,81,27,2.39,ZA,1635043718
528,zabaykalsk,49.6333,117.3167,44.26,44,10,4.88,RU,1635043721
529,pareora,-44.4871,171.2132,64.18,75,71,7.52,NZ,1635043723
530,frontera,26.9333,-101.45,78.94,65,0,5.97,MX,1635043725
531,bubaque,11.2833,-15.8333,82.44,74,100,6.11,GW,1635043685
532,jinchang,38.4953,102.1739,50.41,52,67,3.29,CN,1635043730
533,buala,-8.145,159.5921,85.66,67,45,7.29,SB,1635043732
534,dori,14.0354,-0.0345,83.14,52,100,7.52,BF,1635043734
535,niksic,42.7731,18.9445,51.67,91,100,6.04,ME,1635043737
536,mae sai,20.4335,99.8762,74.52,98,100,1.54,TH,1635043739
537,namatanai,-3.6667,152.4333,84.4,71,78,7.11,PG,1635043717
538,sembakung,3.8167,117.25,87.73,79,100,1.86,ID,1635043744
539,garowe,8.4054,48.4845,72.81,78,19,8.14,SO,1635043746
540,bogandinskiy,56.8937,65.8938,37.67,91,19,9.28,RU,1635043748
541,dickinson,29.4608,-95.0513,72.18,85,75,5.01,US,1635043751
542,eyl,7.9803,49.8164,76.73,78,7,6.91,SO,1635043753
543,ishinomaki,38.4167,141.3,64.4,55,16,9.69,JP,1635043755
544,komsomolskiy,40.4272,71.7189,41.72,60,0,4.61,UZ,1635043758
545,pesqueria,25.7833,-100.05,78.04,72,0,5.28,MX,1635043762
546,hudson bay,52.85,-102.3842,33.49,82,7,7.38,CA,1635043764
547,cotonou,6.3654,2.4183,78.78,94,40,3.44,BJ,1635043767
548,misratah,32.3754,15.0925,76.32,52,100,10.22,LY,1635043769
549,sindor,62.8629,51.8905,27.37,90,35,2.33,RU,1635043772
550,heihe,50.2441,127.4902,48.78,45,3,4.47,CN,1635043774
551,mezhdurechensk,53.6942,88.0603,38.91,87,100,12.73,RU,1635043781
552,prince rupert,54.3161,-130.3201,46.09,76,96,16.11,CA,1635043540
553,mandiana,10.6333,-8.6833,73.06,90,75,2.1,GN,1635043785
554,sao jose do campestre,-6.3156,-35.7139,79.36,88,54,3.94,BR,1635043788
555,abu kamal,34.4506,40.9171,66.85,36,2,5.84,SY,1635043790
556,lowestoft,52.4752,1.7516,55.24,77,65,15.41,GB,1635043792
557,bandarbeyla,9.4942,50.8122,77.85,73,46,4.27,SO,1635043797
558,severnyy,50.677,36.5532,35.64,75,0,8.95,RU,1635043799
559,caucaia,-3.7361,-38.6531,81.03,76,40,8.05,BR,1635043625
560,portsmouth,50.799,-1.0913,57.11,69,46,5.01,GB,1635043647
561,guerrero negro,27.9769,-114.0611,66.47,81,8,17.72,MX,1635043805
562,kapoeta,4.7717,33.5903,79.34,44,29,5.06,SS,1635043808
563,santiago del estero,-27.7951,-64.2615,59.81,52,0,5.48,AR,1635043810
564,taranagar,28.6709,75.0351,70.09,68,96,12.53,IN,1635043813
565,moussoro,13.6408,16.4901,84.36,22,77,11.23,TD,1635043815
566,pangkalanbuun,-2.6833,111.6167,91.29,55,34,1.32,ID,1635043817
567,fairlie,55.756,-4.8556,55.42,91,100,14.0,GB,1635043820
